@relation 'spoken_letters_617_attributes-weka.filters.unsupervised.attribute.Remove-V-R1,11,14,17,22,30,41,45,48,52,68,70,101,106,107,118,132,138,144,148,165,169,171,172,173,174,181,182,184,189,199,201,204,212,213,225,228,231,234,235,238,254,257,259,261,297,298,321,322,323,326,330,337,345,351,354,358,359,363,386,390,392,395,397,411,414,415,416,418,420,422,427,429,430,431,433,436,438,439,451,453,455,458,460,461,462,473,474,480,481,488,489,494,515,516,520,525,541,547,548,553,554,557,573,574,575,578,579,580,581,582,583,584,618'

@attribute f1 numeric
@attribute f11 numeric
@attribute f14 numeric
@attribute f17 numeric
@attribute f22 numeric
@attribute f30 numeric
@attribute f41 numeric
@attribute f45 numeric
@attribute f48 numeric
@attribute f52 numeric
@attribute f68 numeric
@attribute f70 numeric
@attribute f101 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f118 numeric
@attribute f132 numeric
@attribute f138 numeric
@attribute f144 numeric
@attribute f148 numeric
@attribute f165 numeric
@attribute f169 numeric
@attribute f171 numeric
@attribute f172 numeric
@attribute f173 numeric
@attribute f174 numeric
@attribute f181 numeric
@attribute f182 numeric
@attribute f184 numeric
@attribute f189 numeric
@attribute f199 numeric
@attribute f201 numeric
@attribute f204 numeric
@attribute f212 numeric
@attribute f213 numeric
@attribute f225 numeric
@attribute f228 numeric
@attribute f231 numeric
@attribute f234 numeric
@attribute f235 numeric
@attribute f238 numeric
@attribute f254 numeric
@attribute f257 numeric
@attribute f259 numeric
@attribute f261 numeric
@attribute f297 numeric
@attribute f298 numeric
@attribute f321 numeric
@attribute f322 numeric
@attribute f323 numeric
@attribute f326 numeric
@attribute f330 numeric
@attribute f337 numeric
@attribute f345 numeric
@attribute f351 numeric
@attribute f354 numeric
@attribute f358 numeric
@attribute f359 numeric
@attribute f363 numeric
@attribute f386 numeric
@attribute f390 numeric
@attribute f392 numeric
@attribute f395 numeric
@attribute f397 numeric
@attribute f411 numeric
@attribute f414 numeric
@attribute f415 numeric
@attribute f416 numeric
@attribute f418 numeric
@attribute f420 numeric
@attribute f422 numeric
@attribute f427 numeric
@attribute f429 numeric
@attribute f430 numeric
@attribute f431 numeric
@attribute f433 numeric
@attribute f436 numeric
@attribute f438 numeric
@attribute f439 numeric
@attribute f451 numeric
@attribute f453 numeric
@attribute f455 numeric
@attribute f458 numeric
@attribute f460 numeric
@attribute f461 numeric
@attribute f462 numeric
@attribute f473 numeric
@attribute f474 numeric
@attribute f480 numeric
@attribute f481 numeric
@attribute f488 numeric
@attribute f489 numeric
@attribute f494 numeric
@attribute f515 numeric
@attribute f516 numeric
@attribute f520 numeric
@attribute f525 numeric
@attribute f541 numeric
@attribute f547 numeric
@attribute f548 numeric
@attribute f553 numeric
@attribute f554 numeric
@attribute f557 numeric
@attribute f573 numeric
@attribute f574 numeric
@attribute f575 numeric
@attribute f578 numeric
@attribute f579 numeric
@attribute f580 numeric
@attribute f581 numeric
@attribute f582 numeric
@attribute f583 numeric
@attribute f584 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
-0.382,-0.0428,-0.0728,0.4046,0.7286,0.314,0.2808,0.1346,0.5358,0.9914,0.2418,0.6944,0.5658,0.0166,-0.1502,0.2134,0.904,0.1366,0.8706,-0.151,0.8146,0.1966,-0.0674,-0.3876,-0.0394,0.0674,-0.1292,-0.3146,-0.2696,-0.5898,0.3044,0.1372,-0.2776,-0.077,-0.0502,-0.5218,0.5652,0.5218,-0.0434,-0.3044,-0.0434,0.5652,-0.4138,0.3104,0.4828,0.1232,-0.0684,-1,-1,-1,-1,-0.9596,-0.0624,-1,-1,-1,-1,-1,-0.964,-1,-1,-1,-0.8322,-0.5356,-1,-1,-1,-1,-1,-1,-1,-1,0.7428,1,1,-0.9428,1,-0.8,-0.8286,-1,1,1,1,1,1,0.776,-0.4934,0.247,1,-0.2156,0.0588,0.3726,0.9216,0.2,0.0666,-0.3334,0.6222,-0.4,0.675,0.525,0.25,0.75,0.925,0.1,-0.075,-0.175,-1,-1,1,-1,-1,-1,-0.8334,14
-0.4252,0.9562,0.2628,0.1186,0.219,-0.0258,1,0.3012,0.0494,0.3284,0.4708,0.7572,0.9038,0.4852,0.2814,-0.0042,0.9136,0.2902,-0.395,0.1604,0.8894,-0.052,-0.5846,-0.6516,-0.588,-0.6114,-0.1826,-0.4572,-0.5578,-0.6952,0.5738,-0.2476,-0.4856,-0.2706,-0.2284,-0.3448,0.5518,1,0.8966,0.7932,0.4482,0.2758,-0.451,0.3334,0.6862,0.5956,0.3484,-1,-1,-1,-1,-0.9674,0.755,-1,-1,-1,-1,-1,-0.9734,-1,-1,-1,-0.91,-0.6934,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-0.8,-0.9142,-0.4,-0.9142,-1,1,1,1,1,1,1,-0.6,0.2588,1,-0.0638,0.7234,0.7872,0.468,0.7592,0.8518,0.3518,0.2408,-0.2592,0.7984,0.9664,0.4958,0.6134,0.2942,-0.21,-0.21,-0.1932,-1,-1,1,-1,-1,-1,-0.8,15
-0.4086,0.7548,0.0914,0.065,0.3582,0.0504,1,0.1394,-0.056,0.4064,0.5244,0.986,0.8844,0.3512,-0.114,0.1466,0.7904,-0.208,-0.6306,-0.3976,1,-0.1196,-0.5366,-0.6602,-0.5444,-0.529,-0.2896,-0.2278,-0.664,-0.7954,0.7778,-0.2592,-0.3968,-0.3862,-0.5978,-0.6086,0.4782,0.913,1,0.5652,0.174,0.2608,-0.5686,0.1764,0.7254,0.8652,0.146,-1,-1,-1,-1,-0.9762,0.4528,-1,-1,-1,-1,-1,-0.9804,-1,-1,-1,-0.9734,-0.7968,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-0.4858,-0.7714,-0.8,-1,1,1,1,1,1,1,-0.3466,0.2352,1,0.2308,0.8076,0.8076,0.577,0.7648,0.8628,0.353,0.2746,-0.4314,0.754,0.7868,0.3934,0.6394,0.2296,-0.1968,-0.164,-0.246,-1,-1,1,-1,-1,-0.8,-0.8334,15
-0.2848,-0.196,0.0262,0.1394,0.8384,0.3858,-0.1,0.0936,0.1354,0.913,0.7192,0.1324,0.4694,-0.5602,-0.4938,0.993,0.6868,-0.5482,-0.2786,0.581,-0.0998,-0.6374,-0.6864,-0.6782,-0.78,-0.5764,0.6822,1,0.8248,0.051,-0.1442,-0.2816,-0.4988,-0.0554,0.3836,-0.394,0.1516,-0.2122,-0.4546,-0.2122,-0.8788,0.5758,-0.2196,0.9024,0.756,-0.1764,-0.255,-1,-1,-1,-0.961,-0.8962,0.8256,-0.8906,-0.9518,-1,-1,-0.9588,-0.7434,-1,-1,-0.8868,-0.0234,0.0066,-0.2734,-0.5468,-0.74,-0.8934,-1,-1,-1,1,-0.5428,0.0286,1,-0.6286,-0.8858,-0.8572,-0.3142,-1,0.511,0.5352,0.5794,0.5484,0.4766,0.2068,-0.7066,-0.0588,-0.375,-0.6924,0.4616,0.8974,0.6838,0.1274,0.2278,0.2818,0.861,0.3746,0.072,0.016,0.088,0.36,0.64,0.56,0.192,0.056,-1,-1,1,-1,-1,-0.4,-0.4,16
-0.1948,-0.2696,-0.2846,0.2696,0.9138,0.4044,-0.2998,-0.2086,0.1324,0.9604,0.7208,-0.013,0.1652,-0.5702,-0.5276,1,0.4376,-0.558,-0.7456,-0.0178,0.0128,-0.3078,-0.7608,-0.6234,-0.6642,-0.776,0.3994,0.944,0.9898,-0.1604,0.1078,0.1078,-0.0706,-0.4944,-0.1822,0.1428,0.8286,0.2572,-0.0858,-0.7714,-0.8858,0.3714,-0.0858,0.9428,1,-0.8948,-0.7106,-1,-1,-1,-0.9624,-0.9116,0.553,-0.9424,-1,-1,-0.937,-0.9404,-0.7874,-1,-1,-0.9468,-0.0334,-0.6234,-0.8222,-1,-1,-1,-1,-1,-1,1,-0.2286,0.0858,1,-0.6858,-0.4858,-0.9714,-0.7428,-1,0.3272,0.3774,0.4112,0.4124,0.3198,0.1674,-0.5334,0.047,0.125,-0.5492,0.1936,0.5682,0.6634,0.0694,0.2212,0.241,0.9802,0.4522,0.25,0.1944,0.1112,0.5834,1,0.4444,0.4098,0.1598,-1,-1,1,-1,-1,-1,-0.2334,16
-0.0876,-0.3546,-0.016,0.3426,0.8486,0.2908,-0.2486,-0.113,0.3446,1,0.7228,0.3356,0.8462,-0.2268,0.1458,0.757,1,-0.0916,-0.0106,0.4116,0.6876,0.3194,0.1236,0.0304,-0.0116,-0.2868,-0.1282,-0.0536,-0.3706,-0.5104,0.8368,0.898,0.296,0.1326,0.0408,-0.1708,0.7074,0.2196,-0.561,-0.4146,-0.6586,0.4634,-0.081,0.7298,0.5676,0.039,-0.1948,-1,-1,-0.9664,-0.8768,-0.9136,0.0248,-1,-1,-1,-0.4988,-0.3648,-0.4368,-1,-0.9334,0.4232,0.29,-0.1868,-1,-1,-1,-1,-1,-1,-0.6286,-0.8858,0.4572,1,0.3428,-0.7428,-0.0858,-0.1142,-0.1714,-1,0.2142,0.2602,0.3444,0.4226,0.4832,0.5698,-0.4534,0.0588,-0.7834,-0.5988,0.22,0.3804,1,-0.4534,-0.2978,-0.0626,0.8718,0.377,-0.0676,-0.1926,0.2398,0.5506,1,0.3682,0.3784,0.0506,-1,-1,1,-1,-1,-1,0.3,17
-0.5456,-0.218,0.1764,0.3864,0.9284,0.7094,-0.0234,0.0746,0.3774,0.9808,0.9102,0.353,0.713,0.2902,0.358,0.8612,1,0.4236,-0.163,0.3104,0.845,0.765,0.135,-0.295,-0.395,-0.36,-0.34,0.16,-0.19,-0.595,0.5858,0.8706,-0.1068,0.301,-0.1392,-0.3478,-0.0434,0.2608,-0.3044,-0.2608,0.1304,0.6086,-0.4642,0.4642,0.2858,0.2728,0.4242,-1,-1,-1,-0.9656,-0.9324,0.181,-1,-1,-1,-0.9744,-0.9752,-0.5898,-1,-1,-0.9668,0.1,-0.35,-1,-1,-1,-1,-1,-1,-1,1,0.3428,1,1,-0.5142,-0.7714,1,-0.3142,-1,0.6618,0.6786,0.69,0.6838,0.7336,0.7248,-0.5466,0.2118,1,-0.7142,0.1714,0.2,0.9552,-0.3184,-0.2318,-0.0138,1,0.1972,0.0304,0.067,0.432,0.7322,1,0.217,0.0872,0.1522,-1,-1,1,-0.6,-1,-1,-0.0334,17
-0.5238,0.9604,0.3572,0.2354,0.5106,0.3228,0.5038,0.422,0.2046,0.5754,0.242,0.8352,0.6318,0.8232,0.997,-0.0516,0.0138,0.6274,0.713,-0.1512,0.6158,0.381,0.4508,0.7238,1,0.8126,-0.2698,-0.4508,-0.6032,-0.4476,0.7878,0.1718,0.3686,-0.2828,-0.2626,-0.5218,0.2174,0.826,0.7826,0.913,0.4348,0.5218,-0.5254,0.1864,0.4238,0.8462,0.923,-1,-1,-1,-1,-0.9536,0.618,-1,-1,-1,-1,-1,-0.9684,-1,-1,-1,-0.9268,-0.5734,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-0.8572,0.2858,-0.7714,-0.9142,-1,1,1,1,1,1,1,-0.4666,0.0824,0.6834,-0.1526,0.6102,0.6272,0.5594,0.3696,0.9566,0.3696,0.174,-0.1522,0.8808,1,0.3246,0.4172,0.1788,-0.4172,-0.4438,-0.6158,-1,-1,1,-1,-1,-0.4,-0.7666,18
-0.4178,1,0.4052,0.3702,0.4178,0.5508,0.9804,0.5294,0.3284,0.4682,0.1418,0.719,0.3642,0.8616,1,-0.041,0.2486,0.7734,0.8342,-0.036,0.5894,0.381,0.633,0.8164,1,0.8694,-0.4806,-0.5738,-0.58,-0.5148,0.8018,0.337,0.4702,-0.3658,-0.3766,-0.532,0.4042,0.8298,1,0.8724,0.4468,0.4468,-0.2924,0.2616,0.6,0.341,0.2728,-1,-1,-1,-1,-0.9346,0.2392,-0.9604,-1,-1,-1,-1,-0.952,-1,-1,-1,-0.9334,-0.6368,-0.7668,-1,-1,-1,-1,-1,-1,-0.6,1,1,1,-0.7714,-1,-0.6572,-0.2286,-1,1,1,1,1,1,1,-0.5734,0.1412,1,-0.2912,0.6202,0.7468,0.4936,0.124,0.5538,0.2232,0.19,-0.0248,0.3822,0.8048,0.4634,0.8536,0.1382,-0.252,-0.252,-0.3822,-1,-1,1,-1,-1,-0.8,-0.7334,18
-0.4316,0.282,0.453,0.859,0.7992,0.2308,0.5382,0.4958,0.9662,0.7966,0.4474,0.7402,0.4916,0.668,0.6008,0.895,0.2436,0.7588,0.8284,0.6566,0.8224,0.7056,0.5374,0.5748,0.8504,0.9906,0.5374,0.6588,0.4066,-0.1728,0.917,0.721,0.4244,0.1336,0.3056,-0.4358,0.641,0.641,0.077,0.282,0.4872,-0.0256,-0.5094,0.132,0.6604,0.7802,0.5164,-1,-1,-1,-1,-0.96,0.7128,-0.9448,-0.954,-1,-1,-1,-0.9846,-0.8532,-1,-1,-0.9534,-0.5534,0.9332,1,1,1,1,-1,-1,-1,1,1,1,-0.8858,-0.8858,-0.4572,0.1714,-0.9714,1,1,1,1,1,1,-0.6534,-0.353,1,-0.5172,0.4482,0.954,0.6092,0.236,0.528,0.5056,0.7528,-0.2134,0.7304,0.7078,0.955,1,0.6404,-0.0112,-0.1686,-0.2134,-1,-1,1,-1,-1,-0.4,-0.8,19
-0.3774,0.146,0.135,0.719,0.978,0.3774,0.3598,0.2102,0.6356,0.8178,0.2318,0.733,0.378,0.7104,0.3942,0.8928,0.1834,0.4498,0.9172,0.6272,0.8026,0.7368,0.3948,0.5394,0.8618,0.9276,0.6118,0.7106,0.6842,-0.1908,0.9164,0.3306,-0.0126,0.1214,0.364,-0.421,0.579,0.4736,0.0526,-0.3158,-0.2632,0.4736,-0.4546,0.3182,0.9546,0.6236,0.553,-1,-1,-1,-1,-0.969,0.733,-0.958,-0.9612,-1,-1,-1,-0.9838,-0.8304,-1,-1,-0.923,-0.5498,0.7436,1,1,1,1,-1,-1,-1,1,1,1,-0.5142,-0.3428,-0.2286,1,-0.6286,1,1,1,1,1,1,-0.5866,-0.4588,1,-0.6962,-0.038,0.2658,0.8734,0.3186,0.2748,0.1428,1,-0.2088,0.9056,0.9434,0.717,0.9622,0.9622,0.0944,0.0378,-0.2264,-1,-1,1,-1,-1,-0.2,-0.8,19
-0.2542,-0.1254,0.01,0.4554,1,0.7624,-0.2144,-0.4376,-0.0144,0.8754,0.5894,-0.0842,-0.3424,-0.661,-0.6136,0.9728,0.4044,-0.7148,-0.6426,0.2274,-0.1604,-0.5556,-0.7038,-0.712,-0.7408,-0.8806,0.1894,0.7984,0.8642,0.1358,-0.3676,-0.3088,-0.4044,-0.3456,-0.0294,-0.0304,-0.2728,-0.2728,-0.4546,-0.5152,0.091,0.5152,-0.15,0.8,0.7,-0.5556,-0.5152,-1,-1,-1,-0.8444,-0.8844,0.6824,-1,-1,-1,-0.9602,-0.577,-0.4662,-1,-0.94,-0.5568,0.7532,0.14,-1,-1,-1,-1,-1,-1,-1,-0.5142,1,1,1,-0.9142,-0.4286,-0.8286,-0.9428,-1,0.309,0.345,0.4148,0.4294,0.2866,0.1456,-0.5466,0.0352,1,-0.943,-0.1612,0.036,0.5484,-0.4762,-0.3662,-0.15,0.704,0.704,-0.1418,-0.0118,0.311,0.5,0.9922,0.4804,0.2952,0.1812,-1,-1,1,-1,-1,-1,0.1,20
-0.1884,-0.285,-0.2464,0.1546,0.831,0.6522,-0.345,-0.2404,0.1822,0.9302,0.616,0.095,0.4246,-0.556,-0.46,1,0.5778,-0.6084,-0.332,0.597,-0.0796,-0.646,-0.7434,-0.8672,-0.8806,-0.8716,0.5974,0.9424,0.9646,0.1726,-0.4736,-0.4912,-0.6842,-0.304,0.0878,-0.0526,0.6316,-0.0526,-0.7894,-0.421,-0.2632,0.6316,-0.0556,0.8888,1,-0.3204,-0.4174,-1,-1,-1,-0.9486,-0.92,0.5544,-0.8358,-1,-1,-0.9472,-0.948,-0.2242,-1,-1,-0.88,0.7832,-0.16,-0.94,-1,-1,-1,-1,-1,-1,1,1,1,1,-0.8858,-0.8858,-0.9142,-0.7714,-1,0.311,0.3476,0.4,0.4226,0.3646,0.17,-0.7066,-0.1648,1,-0.9314,-0.2862,-0.129,0.3508,-0.342,-0.1962,-0.058,0.757,0.7496,-0.0988,0.2598,0.4252,0.6874,1,0.5172,0.5126,0.3104,-1,-1,1,-1,-1,1,0,20
-0.084,-0.736,-0.62,-0.348,0.456,0.78,-0.6892,-0.5692,-0.0924,1,0.7336,-0.2248,0.4496,-0.0786,-0.0974,0.7862,0.9282,0.0632,-0.1076,0.5146,0.2962,0.2922,0.0616,-0.0298,-0.3758,-0.5984,0.157,0.1134,-0.674,-0.833,0.4372,0.5808,-0.3952,-0.6646,-0.7186,0.2222,0.5,0,-0.3334,-0.0556,0,1,-0.0232,0.3488,-0.0232,0.1642,0.3134,-0.9744,-0.969,-0.9778,-0.9734,-0.9806,0.7762,-0.9664,-1,-0.9644,-0.9622,-0.9448,-0.9676,-1,-0.88,-0.7468,-0.8268,-0.83,-0.6368,-1,-1,-1,-1,-0.8286,-0.8858,-1,-0.6,0.4572,1,-0.5714,-0.5714,0.1714,0.1142,-1,-0.45,-0.3208,-0.2294,-0.0382,0.1128,0.2836,-0.6266,0.153,-0.4916,0.1938,0.5814,0.9148,0.7054,0.5448,1,0.3984,0.5894,0.2642,0.3524,0.7188,0.331,0.5836,0.427,0.299,0.0782,0.0676,1,-1,-1,-1,-1,-0.8,-1,21
0.1198,-0.5164,-0.5774,-0.1634,0.573,0.7386,-0.5994,-0.4936,-0.3386,1,0.7558,-0.3786,0.3148,-0.2828,-0.2298,0.9124,0.9098,-0.1372,0.249,0.7978,0.3152,-0.0328,0.3966,0.0986,-0.234,-0.3114,0.0484,0.0328,-0.4506,-0.35,0.63,0.378,0.3386,-0.0788,-0.1024,0.1764,-0.0588,-0.0588,-0.0588,-0.0588,-0.1176,0.2942,0.091,0.6364,0.0304,0.125,0.3438,-1,-1,-1,-1,-0.9434,0.3882,-1,-1,-1,-1,-1,-0.907,-1,-1,-1,-0.9168,-0.8,-1,-1,-1,-1,-1,-1,-1,-0.0286,-0.7714,-0.3428,0.6286,-0.7714,-0.8572,-0.1142,-0.2572,-1,-0.3872,-0.3896,-0.3666,-0.2614,-0.0484,0.1748,-0.48,0.4,-0.9416,-0.1622,0.4594,0.6756,0.973,0.525,1,0.525,0.75,0.4,-0.119,0.119,-0.262,0.119,0,-0.2858,-0.3572,-0.5,-1,-1,1,-1,-1,-1,-0.7334,21
-0.1802,-0.219,-0.1024,0.4912,0.9294,0.7668,-0.6168,-0.2492,0.1588,0.9782,0.7698,-0.1702,0.094,-0.4154,-0.5624,0.9726,0.5962,-0.7,-0.5814,0.2296,-0.2032,-0.6878,-0.6714,-0.7166,-0.807,-0.9096,0.1704,0.7208,1,0.0266,-0.4804,-0.642,-0.7554,-0.0436,0.131,-0.2632,0.3684,-0.7368,-0.3684,-0.3684,-0.4736,0.7368,-0.1538,0.3462,0.3462,-0.659,-0.7954,-1,-1,-1,-0.7526,-0.7516,0.1166,-0.8988,-0.9762,-1,-0.945,-0.8718,-0.8318,-1,-0.9334,-0.9634,-0.9634,-0.61,-0.6434,-0.5268,-0.6768,-0.82,-1,-1,-1,-0.9428,1,1,1,-0.8286,-0.9142,-0.6572,-0.7428,-1,0.1952,0.237,0.3258,0.3748,0.3058,0.1074,-0.6134,-0.0588,-0.5,0.7242,0.2874,0.816,0.7932,0.044,-0.0062,0.3082,0.522,0.7988,0.2422,-0.0316,0.7158,0.8422,0.6106,0.2422,0.2316,0.2526,-1,-1,1,0,1,0.6,-0.6334,22
-0.0868,-0.3238,-0.4028,0.368,0.823,0.545,-0.3984,-0.514,-0.0842,1,0.8348,-0.0336,0.1238,-0.5396,-0.6254,0.962,0.456,-0.769,-0.6566,0.0882,-0.061,-0.7418,-0.5636,-0.8464,-0.9756,-0.8324,-0.0122,0.3298,1,0.3612,-0.4908,-0.426,-0.6898,-0.4584,-0.5092,0.2364,0.6728,0.0546,0.091,0.1272,0.1636,0.6364,0.1034,0.4482,0.6206,-0.549,-0.4706,-1,-1,-0.9494,-0.7596,-0.9354,0.505,-0.9212,-1,-1,-0.9014,-0.84,-0.8634,-1,-0.9068,-0.99,-0.54,-0.3334,-0.8134,-0.9068,-0.8534,-1,-1,-1,-0.5142,0.1714,-0.0286,1,1,-0.7714,-0.9714,-0.6858,0.3714,-1,-0.0602,-0.022,0.0226,0.0074,-0.0258,-0.1144,-0.6134,0.153,-0.4166,0.207,0.4274,0.6388,0.5682,0.2174,0.471,0.1304,0.5652,0.9058,0.2676,0.155,0.9366,0.8522,0.8802,0.669,0.5846,0.5212,-1,-1,1,-0.4,0,0,-0.1334,22
-0.0902,-0.2466,0.1076,0.493,1,0.4166,-0.6016,-0.5518,-0.4176,0.8084,0.5314,-0.2686,0.326,-0.4746,-0.2658,0.9716,0.8366,-0.2234,0.6666,0.9666,0.7906,-0.3334,-0.2264,0.0726,0.282,0.6282,0.7564,0.2564,-0.2564,-0.4358,0.3642,0.1858,0.2858,-0.0358,-0.0142,0.037,0.4814,0.4074,0.037,-0.037,0.6296,0.4074,-0.2308,0.4358,0.3846,-0.1818,-0.2728,-0.9466,-0.9522,-0.563,1,-0.6546,0.0744,-1,-1,-0.94,1,1,-0.76,-1,-0.58,-0.58,-0.7034,-0.7934,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.6,-0.7714,-0.7714,-0.4286,-1,0.1262,0.0662,-0.08,-0.1258,-0.0642,0.2634,-0.3734,0.0706,1,-0.5586,0.7242,0.5724,0.4758,0.6302,0.863,0.9178,0.9452,0.411,0.5016,0.4454,0.6324,0.6448,0.8566,0.4206,0.377,0.2648,1,-1,-1,-1,-1,-1,-0.3666,23
-0.4016,-0.159,-0.0228,0.909,0.7046,0.553,0.4498,0.4842,1,0.8682,0.4702,1,0.918,0.4372,0.6722,0.8416,0.6888,0.5366,0.3206,0.5682,0.163,-0.0652,1,0.913,0.4348,0.4456,0.2608,0.25,-0.1956,-0.087,0.399,0.1256,0.4426,-0.0382,-0.3224,-0.3024,0.7674,0.1162,-0.2094,-0.1162,0.0232,0.628,-0.5652,0.3478,0.5652,0.2676,0.8592,-1,-1,-1,-1,-0.9784,0.8568,-0.5018,-0.5204,-1,-1,-1,-0.985,-0.6524,-1,-1,-0.9034,-0.5868,-0.63,-0.63,-0.6834,-0.7668,-0.5368,-1,-1,-1,1,1,1,0,-0.6858,1,1,-0.7714,0.722,0.7908,0.8502,0.977,1,0.8636,-0.7066,-0.553,1,-0.6632,-0.2842,0.7894,0.8526,0.3518,0.074,-0.463,0.7778,0.2222,0.7938,0.2578,0.7732,0.9794,1,-0.1752,-0.0104,-0.2372,-1,-1,1,-1,-1,1,-0.8,23
-0.3152,0.4576,0.505,1,0.844,0.4238,0.2226,0.348,0.7366,0.812,0.2458,0.6364,0.4396,0.2862,0.2272,0.7522,0.1684,0.4192,0.8944,0.7492,0.7284,0.4834,0.2252,0.2186,0.3774,0.6026,0.7682,0.6954,0.1456,-0.0794,0.4334,-0.0128,-0.1932,0.5022,0.3048,-0.409,0.5454,0.8182,0.3636,0.4546,0.591,0.5,-0.4584,0.2916,0.75,0.6092,0.3564,-1,-1,-1,-1,-0.963,0.7374,-0.9512,-0.9546,-1,-1,-1,-0.9792,-0.4738,-1,-1,-0.9734,-0.6434,-0.8268,-0.9534,-0.57,0.8932,1,-1,-1,-1,1,1,1,-0.8286,-0.7714,0,1,-0.5142,1,1,1,1,1,1,-0.5866,-0.5764,1,-0.3846,0.6924,0.9616,0.8846,0.604,0.6436,0.505,1,0.01,0.9376,1,0.875,0.9166,0.9376,0.125,-0.125,-0.1876,-1,-1,1,-1,-1,-1,-0.8334,24
-0.203,0.1724,0.1188,0.502,0.7318,0.2644,0.3582,0.291,0.8134,0.8508,0.3462,0.7924,0.4406,0.5594,0.2372,0.8814,0.2916,0.275,0.8416,0.6084,0.8456,0.5212,0.4904,0.3436,0.5366,0.668,0.8764,0.4672,0.112,0.027,0.5158,0.1684,0.0526,0.8842,0.4106,-0.3334,0.6666,0.7222,-0.1666,0.1112,0.2778,-0.1112,-0.3658,0.2682,0.9512,0.7722,0.5444,-1,-1,-1,-1,-0.9586,0.5978,-0.9412,-0.9634,-1,-1,-1,-0.9828,-0.6798,-1,-1,-0.92,-0.65,-0.7668,-0.92,0.3332,1,1,-1,-1,-1,1,1,1,1,-0.2572,0.0572,1,-0.7428,0.9988,1,1,1,1,1,-0.5466,-0.6236,1,-0.5652,0.5652,0.8914,0.5,0.7222,0.6666,0.5,0.9074,0.1112,0.8796,0.8072,0.5904,0.4216,0.8796,0.012,-0.012,0.0602,-1,-1,1,-1,-1,-1,-0.8,24
0.0274,-0.4274,-0.6126,-0.36,-0.6716,-0.3222,0.8182,0.1416,-0.0422,0.4546,0.1432,0.712,0.3756,0.8444,0.9232,0.6576,0.3498,0.6366,0.995,0.9728,0.7284,0.1796,-0.0524,-0.024,0.0976,0.2504,0.9094,0.9124,0.8472,0.007,0.3316,0.2664,-0.3116,0.9548,0.9598,0.4194,0.871,0.3548,0.2904,-0.3548,-0.2258,0.2258,0.4838,0.613,0.742,0.5272,1,-1,-1,-1,-1,-1,0.7942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.7714,1,0.3142,-1,-0.6572,-0.3714,-1,0.6246,0.7234,0.9268,1,1,1,-0.5334,0.5176,-1,0.5384,0.718,0.5898,0.4872,0.2942,0.2236,0.7176,0.3882,0.1764,0.4566,0.6522,0.2174,0.2174,0.4348,-0.2608,0.1304,-0.5,1,-1,-1,-1,-0.6,-1,-1,25
-0.2714,-0.4698,-0.4884,-0.4852,-0.1442,0.0356,0.9616,0.2302,0.1342,0.2662,0.1522,0.7934,0.3824,0.69,0.7624,0.7942,0.2046,0.3446,0.9766,0.9534,0.4754,-0.1334,-0.316,-0.429,-0.1246,-0.2086,0.9362,0.8058,0.8086,0.1826,0.1044,-0.2994,-0.6194,0.754,0.7216,0.3334,0.8824,0.451,0.255,0.1372,0.1764,0.1764,0.1428,0.9048,1,0.1326,0.3012,-1,-1,-1,-1,-0.9558,0.8716,-1,-1,-1,-1,-1,-0.9774,-1,-1,-1,-0.9158,-0.9768,-1,-1,-1,-1,-1,-1,-1,-1,-0.9142,0.5142,0.9714,-0.3142,-1,-0.5714,0.0572,-1,0.8052,0.876,1,1,1,1,-0.5066,0.4236,-0.875,0.038,0.3418,0.7974,0.2532,0.2058,0.7648,0.5882,0.6764,0.3236,0.6424,0.6648,0.9218,0.5308,0.6984,0.1732,0.2626,0.3072,1,-1,-1,-1,-1,-0.8,-1,25
